,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Koy Michailowinkatu 5,08.09.2015,
1,Y-tunnus,2706945-4,,
2,Kotipaikka,Turku,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,15.03.2023,15.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.03.2023,
11,Yhteystiedot,,26.08.2015,
12,Postiosoite,c/o Verkaranta Kiinteistöt  Verkaranta 10  20660  Littoinen  Suomi,,
13,Puhelin,"02-51500, 0400-615006",,
14,Sähköposti,olli.ojala(a)verka.fi,,
15,Www,http://www.kakola.fi,,
