,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Unisport-Saltex Group Oy,09.12.2015,
1,Y-tunnus,2720775-7,,
2,Kotipaikka,Helsinki,29.10.2015,
3,Yritysmuoto,Osakeyhtiö,29.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.10.2015,,
6,Viimeisin rekisteröintiajankohta,02.01.2023,02.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.10.2015,,
8,Yrityksen tila,Rekisterissä,29.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,19.03.2021,
11,Yhteystiedot,,05.02.2019,
12,Postiosoite,Teknobulevardi 7  01530  Vantaa  Suomi,,
13,Käyntiosoite,Teknobulevardi 7  01530  Vantaa  Suomi,,
14,Sähköposti,etunimi.sukunimi(a)unisport.com,,
15,Www,https://www.unisport.com/fi,,
